FICHA,CODIGO_PROGRAMA,PROGRAMA,NIVEL_FORMACION,FECHA_INICIO_FICHA,FECHA_FIN_FICHA,AÑO_APERTURA,MES_APERTURA,TRIMESTRE_APERTURA,DURACION_MAXIMA,DURACION_ETAPA_LECTIVA,DURACION_ETAPA_PRODUCTIVA,JORNADA,LINEA_TECNOLOGICA,TECNOLOGICA_DE_RED,PROGRAMA_ESPECIAL,AMPLIACION_COBERTURA,CONVENIO,ESTADO_FICHA,CUPO,TOTAL_MATRICULADOS,OCUPACION_CUPO,EN_TRANSITO,INDUCCION,FORMACION,CONDICIONADO,APLAZADO,RETIRO_VOLUNTARIO,CANCELADO,DESERCION_VIRT_COMP,CANCELAMIENTO_VIRT_COMP,POR_CERTIFICAR,CERTIFICADO,TRASLADADO,OTRO,TOTAL_DESERCION,TASA_DESERCION,TASA_CERTIFICACION
3383556,837501,MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO Y REFRIGERACION,TÉCNICO,2025-11-14,2027-06-14,2025,11,4,2208,1344,864,NOCTURNA,PRODUCCIÓN Y TRANSFORMACIÓN,"TECNOLOGÍAS DE MANTENIMIENTO PREDICTIVO, PREVENTIVO Y  CORRECTIVO",ATENCION A INSTITUCIONES,NO,SIN CONVENIO,Terminada por unificación,25,17,0.68,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,0.0
3428184,837501,MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO Y REFRIGERACION,TÉCNICO,2026-02-16,2027-05-12,2026,2,1,2208,1344,864,NOCTURNA,PRODUCCIÓN Y TRANSFORMACIÓN,"TECNOLOGÍAS DE MANTENIMIENTO PREDICTIVO, PREVENTIVO Y  CORRECTIVO",ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,37,37,1.0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2911011,222301,MONITOREO AMBIENTAL,TÉCNICO,2024-02-12,2025-12-15,2024,2,1,2208,1344,864,MIXTA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada por fecha,25,22,0.88,0,0,3,0,0,1,5,0,0,0,11,2,0,6,0.2727,0.5
3151792,222301,MONITOREO AMBIENTAL,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2208,1344,864,MIXTA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,29,0.8286,0,0,26,0,0,2,1,0,0,0,0,0,0,3,0.1034,0.0
3419407,222301,MONITOREO AMBIENTAL,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2208,1344,864,MIXTA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,34,0.9714,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2822819,133500,NOMINA Y PRESTACIONES SOCIALES .,TÉCNICO,2023-10-02,2025-05-25,2023,10,4,2208,1344,864,NOCTURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,30,27,0.9,0,0,7,0,0,6,6,0,0,0,8,0,0,12,0.4444,0.2963
3419409,633410,OPERACION DE ALOJAMIENTOS RURALES,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,1760,880,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,25,0.7143,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3419413,633410,OPERACION DE ALOJAMIENTOS RURALES,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,1760,880,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,23,0.6571,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3419414,633410,OPERACION DE ALOJAMIENTOS RURALES,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,1760,880,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,22,0.6286,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0.0455,0.0
2911002,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2024-03-01,2025-12-15,2024,3,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA,NO,SIN CONVENIO,Terminada,35,22,0.6286,0,0,0,0,0,3,0,0,0,0,18,1,0,3,0.1364,0.8182
2911007,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2024-02-12,2025-12-15,2024,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada por fecha,28,28,1.0,0,0,1,0,0,13,0,0,0,0,13,1,0,13,0.4643,0.4643
2911008,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2024-02-12,2025-12-15,2024,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada,30,29,0.9667,0,0,0,0,0,7,0,0,0,1,20,1,0,7,0.2414,0.6897
2911016,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2024-02-12,2025-12-15,2024,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada,35,33,0.9429,0,0,0,0,0,16,0,0,0,0,15,2,0,16,0.4848,0.4545
2922727,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2024-04-15,2025-08-18,2024,4,2,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,25,21,0.84,0,0,6,0,0,4,2,0,0,4,5,0,0,6,0.2857,0.2381
2961896,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2024-04-04,2025-12-15,2024,4,2,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada por unificación,35,7,0.2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0
3147931,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2025-02-10,2026-11-30,2025,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,30,20,0.6667,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3151793,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,37,38,1.027,0,0,30,0,0,5,2,0,0,0,0,1,0,7,0.1842,0.0
3151819,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA,NO,SIN CONVENIO,En ejecucion,35,24,0.6857,0,1,22,0,0,1,0,0,0,0,0,0,0,1,0.0417,0.0
3151830,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA,NO,SIN CONVENIO,En ejecucion,35,25,0.7143,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0.04,0.0
3151834,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada por unificación,35,17,0.4857,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,0.0
3158430,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2025-02-27,2026-05-26,2025,2,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,Terminada por fecha,30,30,1.0,0,0,22,0,0,3,5,0,0,0,0,0,0,8,0.2667,0.0
3419404,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,40,40,1.0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3451408,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2026-03-16,2027-06-16,2026,3,1,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,50,45,0.9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3494844,633100,OPERACION TURISTICA LOCAL,TÉCNICO,2026-05-28,2027-08-27,2026,5,2,2200,1320,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,25,25,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2860067,637307,PELUQUERIA.,TÉCNICO,2023-10-12,2025-02-02,2023,10,4,2208,1344,864,MIXTA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,Terminada por fecha,35,25,0.7143,0,0,15,0,0,4,3,0,0,0,3,0,0,7,0.28,0.12
2996009,637307,PELUQUERIA.,TÉCNICO,2024-07-08,2026-03-20,2024,7,3,2208,1344,864,MIXTA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,30,30,1.0,0,0,27,0,0,3,0,0,0,0,0,0,0,3,0.1,0.0
3066405,637307,PELUQUERIA.,TÉCNICO,2024-10-15,2026-02-22,2024,10,4,2208,1344,864,MIXTA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,25,19,0.76,0,0,17,0,0,2,0,0,0,0,0,0,0,2,0.1053,0.0
3313903,637307,PELUQUERIA.,TÉCNICO,2025-10-09,2027-03-01,2025,10,4,2208,1344,864,MIXTA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,25,25,1.0,0,0,23,0,0,2,0,0,0,0,0,0,0,2,0.08,0.0
2911014,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2024-03-01,2025-12-15,2024,3,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada,42,35,0.8333,0,0,0,0,0,8,2,0,0,0,24,1,0,10,0.2857,0.6857
2911018,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2024-03-01,2025-12-15,2024,3,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada,31,30,0.9677,0,0,0,0,0,6,4,0,0,0,14,6,0,10,0.3333,0.4667
2911019,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2024-03-01,2025-12-15,2024,3,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada,30,20,0.6667,0,0,0,0,0,4,6,0,0,0,7,3,0,10,0.5,0.35
2911025,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2024-03-01,2025-12-15,2024,3,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA,NO,SIN CONVENIO,Terminada,36,18,0.5,0,0,0,0,0,12,0,0,0,0,6,0,0,12,0.6667,0.3333
3151826,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,26,0.7429,0,0,23,0,0,3,0,0,0,0,0,0,0,3,0.1154,0.0
3151838,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,24,0.6857,0,0,12,0,0,2,0,0,0,0,0,10,0,2,0.0833,0.0
3151839,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,24,0.6857,0,0,15,0,0,6,0,0,0,0,0,3,0,6,0.25,0.0
3419396,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA,NO,SIN CONVENIO,En ejecucion,45,38,0.8444,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3419403,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,45,42,0.9333,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3419410,733410,PRODUCCION AGROPECUARIA,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS AGRÍCOLAS,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,40,38,0.95,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2911015,421149,PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS,TÉCNICO,2024-02-12,2025-12-15,2024,2,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA,NO,SIN CONVENIO,Terminada,35,23,0.6571,0,0,0,0,0,6,5,0,0,0,12,0,0,11,0.4783,0.5217
3151824,421149,PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,16,0.4571,0,0,15,0,0,0,1,0,0,0,0,0,0,1,0.0625,0.0
3151836,421149,PROMOTORIA SOCIOAMBIENTAL EN GRUPOS ETNICOS,TÉCNICO,2025-02-17,2026-11-30,2025,2,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,29,0.8286,0,0,26,0,0,1,2,0,0,0,0,0,0,3,0.1034,0.0
2822814,322201,SALUD ORAL,TÉCNICO,2023-10-02,2025-04-22,2023,10,4,2640,1760,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,25,25,1.0,0,0,2,0,0,4,3,0,0,0,16,0,0,7,0.28,0.64
2876167,322201,SALUD ORAL,TÉCNICO,2024-01-22,2025-07-21,2024,1,1,2640,1760,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,NO,NO,SIN CONVENIO,Terminada por fecha,25,24,0.96,0,0,3,0,0,0,4,0,0,0,17,0,0,4,0.1667,0.7083
3171531,322201,SALUD ORAL,TÉCNICO,2025-03-10,2026-10-01,2025,3,1,2640,1760,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,27,22,0.8148,0,0,20,0,0,2,0,0,0,0,0,0,0,2,0.0909,0.0
3313795,322201,SALUD ORAL,TÉCNICO,2025-10-09,2027-06-02,2025,10,4,2640,1760,880,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,25,25,1.0,0,0,22,0,0,1,2,0,0,0,0,0,0,3,0.12,0.0
3066398,331308,SALUD PUBLICA,TÉCNICO,2024-10-15,2026-05-22,2024,10,4,2640,1760,880,MIXTA,CLIENTE,TECNOLOGÍAS DE SERVICIOS DE SALUD,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,25,25,1.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3182518,231100,SANEAMIENTO Y SALUD AMBIENTAL,TÉCNICO,2025-03-31,2027-02-14,2025,3,1,2208,1440,768,NOCTURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,30,30,1.0,0,0,21,1,0,1,7,0,0,0,0,0,0,8,0.2667,0.0
3494865,231100,SANEAMIENTO Y SALUD AMBIENTAL,TÉCNICO,2026-05-28,2027-08-27,2026,5,2,2208,1440,768,NOCTURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,26,26,1.0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2995964,137500,SERVICE OPERATION IN BILINGUAL BPO CHANNELS,TÉCNICO,2024-07-08,2026-01-10,2024,7,3,2496,1632,864,DIURNA,CLIENTE,VENTAS Y COMERCIALIZACIÓN,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,30,30,1.0,0,0,14,0,0,6,3,0,0,0,7,0,0,9,0.3,0.2333
2774881,233101,SISTEMAS.,TÉCNICO,2023-07-10,2025-01-31,2023,7,3,2208,1344,864,DIURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,30,29,0.9667,0,0,2,6,0,8,9,0,0,0,4,0,0,17,0.5862,0.1379
2973402,733193,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TÉCNICO,2024-05-14,2025-11-07,2024,5,2,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,Terminada,35,21,0.6,0,0,0,0,0,0,16,0,0,0,5,0,0,16,0.7619,0.2381
3004717,733193,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TÉCNICO,2024-06-17,2026-01-10,2024,6,2,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,Terminada,35,25,0.7143,0,0,0,0,0,0,11,0,0,0,14,0,0,11,0.44,0.56
3020329,733193,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TÉCNICO,2024-07-08,2025-12-25,2024,7,3,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,Terminada,35,23,0.6571,0,0,0,0,0,0,12,0,0,0,11,0,0,12,0.5217,0.4783
3291298,733193,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TÉCNICO,2025-07-25,2027-02-11,2025,7,3,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,30,23,0.7667,0,0,10,0,0,1,12,0,0,0,0,0,0,13,0.5652,0.0
3355565,733193,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TÉCNICO,2025-10-20,2027-04-14,2025,10,4,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,35,26,0.7429,0,0,24,0,0,0,2,0,0,0,0,0,0,2,0.0769,0.0
3406610,733193,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TÉCNICO,2026-02-09,2027-06-12,2026,2,1,2200,1320,880,DIURNA,PRODUCCIÓN Y TRANSFORMACIÓN,TECNOLOGÍAS  DE PRODUCCIÓN LIMPIA,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,29,27,0.931,0,0,20,0,0,0,7,0,0,0,0,0,0,7,0.2593,0.0
2911004,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2024-02-12,2025-12-15,2024,2,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada por unificación,30,27,0.9,0,0,0,0,0,13,0,0,0,0,0,14,0,13,0.4815,0.0
2911012,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2024-02-12,2025-12-15,2024,2,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,Terminada por fecha,35,43,1.2286,0,0,5,0,0,13,2,0,0,0,22,1,0,15,0.3488,0.5116
2987558,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2024-05-27,2025-12-12,2024,5,2,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",SENATEC,NO,SIN CONVENIO,Terminada por fecha,40,31,0.775,0,0,22,0,0,9,0,0,0,0,0,0,0,9,0.2903,0.0
2987563,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2024-05-27,2025-12-12,2024,5,2,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",SENATEC,NO,SIN CONVENIO,Terminada por fecha,40,35,0.875,0,0,26,0,0,9,0,0,0,0,0,0,0,9,0.2571,0.0
3066412,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2024-10-15,2026-03-16,2024,10,4,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,25,25,1.0,0,0,8,0,0,3,6,0,0,1,7,0,0,9,0.36,0.28
3147934,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2025-02-10,2026-11-30,2025,2,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA,NO,SIN CONVENIO,En ejecucion,30,27,0.9,0,0,24,0,0,1,0,0,0,0,0,2,0,1,0.037,0.0
3147935,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2025-02-10,2026-11-30,2025,2,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,30,28,0.9333,0,0,22,0,0,3,2,0,0,0,0,1,0,5,0.1786,0.0
